query_ID	profile_ID	query_length	profile_length	align_length	query_from	query_to	profile_from	profile_to	profile_proportion	bit_score	e-value	positive_hit_probability	is_best_overlap	found_catalytic_pattern	profile_linked_ECs
A0A0N9WV93	PRI001409	427	     335	      25	      34	      58	     166	     190	    0.07	   30.44	3.7E-1     	0	F	-	1.8.1.9	
A0A0N9WV93	PRI001409	427	     335	      47	      31	      77	       3	      49	    0.14	   30.05	4.7E-1     	0	F	-	1.8.1.9	
A0A0N9WV93	PRI010152	427	     127	      23	      36	      58	      10	      32	    0.18	    28.5	6.4E-1     	0	F	-	5.1.3.2	
A0A0N9WV93	PRI011962	427	     500	      31	      23	      53	      19	      49	    0.06	   29.38	9.7E-1     	0	F	-	5.3.3.13	
A0A0N9WCD3	PRI002160	393	     394	     393	       1	     392	       1	     393	       1	  592.48	0E0     	1	T	-	2.3.1.9	
A0A0N9WCD3	PRI002168	393	     431	     430	       1	     392	       1	     430	       1	  336.03	1.8E-113     	0	F	-	2.3.1.16	
A0A0N9WCD3	PRI002152	393	     402	     409	       1	     393	       1	     402	       1	   288.6	3.2E-95     	0	F	-	2.3.1.174	
A0A0N9WCD3	PRI014799	393	     401	     384	      21	     393	      29	     401	    0.93	  213.47	3.2E-66     	0	F	-	2.3.1.174	
A0A0N9WCD3	PRI012328	393	     486	      72	     235	     306	     339	     409	    0.15	   29.72	6.4E-1     	0	F	-	2.7.7.48	
A0A0N9X3S4	PRI003256	500	     364	     359	     128	     486	       6	     364	    0.99	  480.63	1.5E-169     	0.575	T	-	1.2.1.27	
A0A0N9X3S4	PRI000262	500	     361	     357	     128	     484	       5	     361	    0.99	   468.7	5.5E-165     	0.497	F	-	1.2.1.27;1.2.1.18	
A0A0N9X3S4	PRI002375	500	     371	     370	     137	     480	      19	     362	    0.93	  202.88	3.3E-61     	0	F	-	1.2.1.8	
A0A0N9X3S4	PRI003762	500	     383	     348	     140	     481	      21	     363	     0.9	  200.69	3.3E-60     	0	F	-	1.2.1.3	
A0A0N9X3S4	PRI011321	500	     386	     339	     141	     474	      26	     357	    0.86	  154.86	3.9E-43     	0	F	-	1.2.1.79	
A0A0N9X3S4	PRI212733	500	      95	      93	      26	     118	       3	      95	    0.98	  116.32	3.9E-32     	0.846	T	-	(1.2.1.27)	
A0A0N9X3S4	PRI012755	500	      96	      94	      26	     119	       3	      96	    0.98	   114.4	2E-31     	0.58	F	-	1.2.1.27;1.2.1.18	
A0A0N9X3S4	PRI002527	500	     403	     318	     139	     440	      21	     327	    0.76	  112.88	7.1E-28     	0	F	-	1.2.1.5	
A0A0N9X3S4	PRI003123	500	     374	     348	     140	     473	      27	     356	    0.88	  109.74	6E-27     	0	F	-	1.2.1.16	
A0A0N9X3S4	PRI003273	500	     373	     280	     135	     398	       4	     283	    0.75	    92.9	3.2E-21     	0	F	-	1.5.1.12	
A0A0N9X3S4	PRI002833	500	     372	     299	     139	     412	      17	     291	    0.74	   91.59	7.7E-21     	0	F	-	1.2.1.71	
A0A0N9X3S4	PRI002765	500	     368	     317	     140	     427	      16	     305	    0.79	   88.11	1.1E-19     	0	F	-	1.2.1.19	
A0A0N9X3S4	PRI014013	500	     344	     216	     140	     393	       8	     261	    0.57	  117.18	2.5E-19     	0	F	-	1.2.1.83	
A0A0N9X3S4	PRI003373	500	     346	     324	     151	     440	      16	     299	    0.82	   84.65	1.5E-18     	0	F	-	1.2.1.9	
A0A0N9X3S4	PRI002346	500	     366	     304	     137	     398	      25	     283	    0.71	   81.55	1.5E-17     	0	F	-	1.2.1.39	
A0A0N9X3S4	PRI002514	500	     363	     281	     142	     395	      23	     278	    0.71	   77.25	4.7E-16     	0	F	-	1.2.1.36	
A0A0N9X3S4	PRI002542	500	     360	     360	     139	     470	      16	     344	    0.91	   76.95	5.9E-16     	0	F	-	1.2.1.24	
A0A0N9X3S4	PRI002403	500	     366	     388	     136	     480	      16	     362	    0.95	   75.35	2E-15     	0	F	-	1.5.1.6	
A0A0N9X3S4	PRI212736	500	      98	      89	      26	     114	       3	      91	    0.91	   66.29	3.3E-14     	0	F	-	(1.2.1.24)	
A0A0N9X3S4	PRI200277	500	     358	     323	     127	     401	       1	     276	    0.77	   69.56	1.6E-13     	0	F	-	(1.2.1.4)	
A0A0N9X3S4	PRI003212	500	     365	     291	     130	     396	       7	     278	    0.75	   65.38	3.3E-12     	0	F	-	1.2.1.22	
A0A0N9X3S4	PRI212608	500	      99	      94	      26	     117	       3	      96	    0.95	   58.63	1.3E-11     	0	F	-	(1.2.1.3)	
A0A0N9X3S4	PRI212657	500	      87	      70	      27	      96	       4	      73	     0.8	   55.19	1.6E-10     	0	F	-	(1.2.1.71)	
A0A0N9X3S4	PRI014008	500	     348	     325	     194	     480	      69	     347	     0.8	   59.18	3.5E-10     	0	F	-	1.2.1.86	
A0A0N9X3S4	PRI003750	500	     372	      94	     140	     231	      22	     113	    0.25	   54.16	1.4E-8     	0	F	-	1.2.1.47;1.2.1.3	
A0A0N9X3S4	PRI014010	500	     348	     151	     137	     268	       1	     134	    0.39	   49.93	2.8E-7     	0	F	-	1.2.1.85	
A0A0N9X3S4	PRI212754	500	      98	      72	      26	      97	       3	      62	    0.61	   41.99	8.7E-6     	0	F	-	(1.2.1.19)	
A0A0N9X3S4	PRI212601	500	     102	      93	      26	     115	       4	      91	    0.86	   41.99	1.2E-5     	0	F	-	(1.2.1.8)	
A0A0N9X3S4	PRI012658	500	     364	     273	     139	     390	      22	     270	    0.68	   44.56	1.6E-5     	0	F	-	1.2.1.67	
A0A0N9X3S4	PRI012656	500	     354	     169	     131	     284	      15	     165	    0.43	   44.18	2.3E-5     	0	F	-	1.2.1.73	
A0A0N9X3S4	PRI212756	500	      99	      95	      26	     119	       5	      99	    0.96	   40.13	5.2E-5     	0	F	-	(1.2.1.16)	
A0A0N9X3S4	PRI212653	500	     100	      80	      26	     105	       5	      84	     0.8	   39.37	9.5E-5     	0	F	-	(1.2.1.79)	
A0A0N9X3S4	PRI004910	500	     368	     113	     136	     228	      21	     115	    0.26	   41.09	2.3E-4     	0	F	-	1.2.1.32	
A0A0N9X3S4	PRI003573	500	     356	      66	     143	     207	      20	      84	    0.18	   38.75	9.7E-4     	0	F	-	1.2.1.21;1.2.1.22	
A0A0N9X3S4	PRI212713	500	      97	      64	      27	      88	       4	      67	    0.66	   34.66	3.4E-3     	0	F	-	(1.2.1.39)	
A0A0N9X3S4	PRI207196	500	     344	     296	     142	     395	      13	     275	    0.76	   37.29	3.4E-3     	0	F	-	(1.5.99.8)	
A0A0N9X3S4	PRI002966	500	     344	     130	     156	     265	       9	     127	    0.35	   36.45	5.3E-3     	0	F	-	1.2.1.28	
A0A0N9X3S4	PRI212628	500	      97	      64	      28	      89	       4	      67	    0.66	   32.31	2.5E-2     	0	F	-	(1.5.1.6)	
A0A0N9X3S4	PRI003700	500	     363	      81	     194	     268	      77	     155	    0.22	   33.78	4.6E-2     	0	F	-	1.2.1.65	
A0A0N9X3S4	PRI012686	500	      93	      67	      27	      93	       1	      55	    0.59	   30.41	9.8E-2     	0	F	-	1.2.1.47;1.2.1.3	
A0A0N9X3S4	PRI012735	500	     353	     133	     150	     264	      27	     142	    0.33	   32.25	1.1E-1     	0	F	-	1.2.1.24;1.2.1.26	
A0A0N9WWL3	PRI011886	578	     541	     542	      25	     560	       1	     541	       1	  898.86	0E0     	0.044	T	-	4.2.1.25	
A0A0N9WWL3	PRI001230	578	     585	     580	      32	     560	      23	     582	    0.96	  395.16	9.6E-132     	0.018	F	-	4.2.1.9	
A0A0N9WWL3	PRI001231	578	     568	     455	     116	     530	      96	     536	    0.78	    75.1	6.8E-15     	0	F	-	4.2.1.12	
A0A0N9WWL3	PRI010094	578	     142	     156	     386	     530	       1	     142	       1	   50.52	2.8E-8     	0.004	F	-	4.2.1.9	
A0A0N9WN17	PRI011579	330	     668	      66	     189	     240	     299	     364	     0.1	   31.73	1.4E-1     	0	T	-	5.4.99.38	
A0A0N7H357	PRI007036	500	     456	     473	      34	     469	       1	     456	       1	  326.61	8.8E-108     	0.343	T	-	3.2.1.26	
A0A0N7H357	PRI003978	500	     507	     518	      34	     490	       2	     499	    0.98	  134.31	7.4E-35     	0	F	-	3.2.1.80	
A0A0N7H357	PRI008601	500	     384	     232	      34	     231	       1	     211	    0.55	   92.53	5.1E-21     	0	F	-	3.2.1.154	
A0A0N7H357	PRI001293	500	     489	     354	      34	     332	       1	     344	     0.7	   86.17	1.2E-18     	0	F	-	3.2.1.7	
A0A0N7H357	PRI002667	500	     388	      52	      47	      98	      13	      64	    0.13	   60.54	1.3E-10     	0	F	-	2.4.1.243	
A0A0N7H357	PRI012096	500	     367	     103	      47	     149	      13	     108	    0.26	   59.72	2.7E-10     	0	F	-	2.4.1.99	
A0A0N7H357	PRI003765	500	     380	      53	      47	      98	      13	      64	    0.14	   58.19	7.9E-10     	0	F	-	2.4.1.243;2.4.1.100	
A0A0N7H357	PRI008606	500	     374	     229	      39	     231	       7	     201	    0.52	   50.47	2.2E-7     	0	F	-	3.2.1.153	
A0A0N7H357	PRI002859	500	     454	      57	      34	      89	       1	      56	    0.12	   47.91	1.9E-6     	0	F	-	3.2.1.64	
A0A0N7H357	PRI003817	500	     707	     102	      54	     143	     426	     527	    0.14	   30.58	4.4E-1     	0	F	-	3.4.22.37	
A0A159ZWN4	PRI011506	375	     385	     375	       4	     372	       6	     380	    0.97	  354.18	1.9E-121     	0.015	T	-	1.3.8.1	
A0A159ZWN4	PRI012181	375	     376	     320	      50	     367	      48	     366	    0.85	  202.81	1.3E-62     	0	F	-	1.3.8.5	
A0A159ZWN4	PRI012182	375	     381	     375	      16	     375	      14	     379	    0.96	  200.51	1.1E-61     	0.001	F	-	1.3.8.4	
A0A159ZWN4	PRI012179	375	     383	     381	       4	     375	       6	     382	    0.98	  186.24	3.6E-56     	0.001	F	-	1.3.8.7	
A0A159ZWN4	PRI012177	375	     378	     373	      15	     371	      17	     377	    0.96	  166.98	8.3E-49     	0	F	-	1.3.99.32	
A0A159ZWN4	PRI012178	375	     375	     281	     103	     373	      99	     372	    0.73	  110.38	7.4E-28     	0	F	-	1.3.8.8	
A0A159ZWN4	PRI012176	375	     380	     337	      45	     366	      45	     374	    0.87	  107.64	8.5E-27     	0	F	-	1.3.8.9	
A0A159ZWN4	PRI012180	375	     376	     290	      10	     291	      12	     292	    0.75	   88.41	3.6E-20     	0	F	-	1.3.8.6	
A0A159ZWN4	PRI012175	375	     394	     274	     124	     375	     141	     393	    0.64	   34.91	1.3E-2     	0	F	-	1.3.8.3	
A0A159ZWN4	PRI011891	375	     382	      59	      34	      89	      23	      81	    0.15	   31.49	1.4E-1     	0	F	-	1.14.14.12	
A0A159ZWN4	PRI011887	375	     439	      42	     248	     285	     284	     322	    0.09	   31.55	1.6E-1     	0	F	-	1.7.3.1	
A0A159ZWN4	PRI010480	375	     591	      41	     146	     182	     534	     573	    0.07	   29.37	7.6E-1     	0	F	-	1.1.2.7	
A0A159ZWW4	PRI011182	405	     363	     174	      22	     195	       8	     179	    0.47	   45.72	5.6E-6     	0	T	-	4.1.2.42	
A0A159ZWW4	PRI012241	405	     368	      72	     128	     197	     114	     185	     0.2	   36.85	3.8E-3     	0	F	-	4.1.3.41	
A0A159ZWW4	PRI002252	405	     368	     171	      30	     187	       3	     158	    0.42	   32.37	9.3E-2     	0	F	-	5.1.1.1	
A0A159ZXT3	PRI001269	397	     385	     369	      62	     367	       5	     372	    0.96	  201.37	1.1E-61     	0.374	T	-	2.6.1.57	
A0A159ZXT3	PRI001238	397	     376	     315	     104	     396	      65	     376	    0.83	  165.14	5.7E-48     	0	F	-	2.6.1.1	
A0A159ZXT3	PRI002923	397	     423	     270	      98	     326	      66	     334	    0.64	  111.14	1E-27     	0	F	-	2.6.1.5	
A0A159ZXT3	PRI001279	397	     410	     322	     120	     393	      89	     408	    0.78	   90.35	1.4E-20     	0	F	-	2.6.1.7	
A0A159ZXT3	PRI211361	397	      47	      46	       2	      47	       2	      47	    0.98	   55.44	3.8E-11     	0.003	T	-	(2.6.1.57)	
A0A159ZXT3	PRI011371	397	      49	      45	       3	      47	       5	      49	    0.92	    54.1	1.4E-10     	0.004	F	-	2.6.1.1	
A0A159ZXT3	PRI211368	397	      44	      44	       3	      46	       1	      44	       1	   39.25	2.3E-5     	0	F	-	(2.6.1.5)	
A0A159ZXT3	PRI213730	397	      49	      33	      10	      42	      12	      44	    0.67	   35.79	4.5E-4     	0.028	F	-	(2.6.1.7)	
A0A159ZZQ3	PRI003762	497	     383	     367	     136	     497	       2	     366	    0.95	  387.12	1.3E-132     	0.02	T	-	1.2.1.3	
A0A159ZZQ3	PRI002375	497	     371	     341	     155	     492	      22	     361	    0.92	  350.41	2.1E-118     	0	F	-	1.2.1.8	
A0A159ZZQ3	PRI002527	497	     403	     371	     136	     497	       1	     370	    0.92	  346.31	2.1E-116     	0	F	-	1.2.1.5	
A0A159ZZQ3	PRI002514	497	     363	     347	     154	     496	      19	     363	    0.95	  320.32	1E-106     	0	F	-	1.2.1.36	
A0A159ZZQ3	PRI002403	497	     366	     347	     144	     478	      13	     347	    0.92	  252.93	1.5E-80     	0	F	-	1.5.1.6	
A0A159ZZQ3	PRI200277	497	     358	     352	     156	     495	      22	     357	    0.94	   229.8	9E-72     	0	F	-	(1.2.1.4)	
A0A159ZZQ3	PRI002765	497	     368	     343	     155	     491	      16	     355	    0.92	  219.85	9.2E-68     	0	F	-	1.2.1.19	
A0A159ZZQ3	PRI011321	497	     386	     347	     152	     495	      22	     365	    0.89	  209.95	9.4E-64     	0	F	-	1.2.1.79	
A0A159ZZQ3	PRI002542	497	     360	     357	     148	     492	      10	     357	    0.97	  196.75	4.1E-59     	0	F	-	1.2.1.24	
A0A159ZZQ3	PRI003123	497	     374	     344	     157	     495	      29	     369	    0.91	  194.48	4.3E-58     	0	F	-	1.2.1.16	
A0A159ZZQ3	PRI014010	497	     348	     366	     155	     497	       4	     348	    0.99	  189.37	1.9E-56     	0	F	-	1.2.1.85	
A0A159ZZQ3	PRI003212	497	     365	     301	     155	     448	      20	     314	    0.81	  159.75	4.1E-45     	0	F	-	1.2.1.22	
A0A159ZZQ3	PRI002346	497	     366	     235	     154	     478	      26	     347	    0.63	  190.07	1.7E-43     	0	F	-	1.2.1.39	
A0A159ZZQ3	PRI014013	497	     344	     336	     153	     478	       6	     329	    0.94	   154.7	2.2E-43     	0	F	-	1.2.1.83	
A0A159ZZQ3	PRI003256	497	     364	     277	     155	     428	      18	     290	    0.75	  148.59	6.3E-41     	0	F	-	1.2.1.27	
A0A159ZZQ3	PRI000262	497	     361	     290	     155	     428	      17	     289	    0.76	  147.44	1.3E-40     	0	F	-	1.2.1.27;1.2.1.18	
A0A159ZZQ3	PRI014008	497	     348	     353	     152	     478	      12	     332	    0.92	  132.76	2.2E-35     	0	F	-	1.2.1.86	
A0A159ZZQ3	PRI004910	497	     368	     344	     155	     490	      25	     362	    0.92	  125.45	1.3E-32     	0	F	-	1.2.1.32	
A0A159ZZQ3	PRI003273	497	     373	     346	     159	     474	      14	     350	     0.9	  123.33	7.7E-32     	0	F	-	1.5.1.12	
A0A159ZZQ3	PRI003750	497	     372	     348	     155	     478	      22	     346	    0.87	  120.03	1.4E-30     	0	F	-	1.2.1.47;1.2.1.3	
A0A159ZZQ3	PRI003573	497	     356	     293	     159	     429	      21	     288	    0.75	  105.01	1.8E-25     	0	F	-	1.2.1.21;1.2.1.22	
A0A159ZZQ3	PRI002833	497	     372	     322	     180	     485	      44	     349	    0.82	  102.76	1.4E-24     	0	F	-	1.2.1.71	
A0A159ZZQ3	PRI003373	497	     346	     356	     152	     476	       2	     322	    0.93	   90.04	2E-20     	0	F	-	1.2.1.9	
A0A159ZZQ3	PRI002966	497	     344	     311	     155	     431	       1	     270	    0.78	   88.45	7.7E-20     	0	F	-	1.2.1.28	
A0A159ZZQ3	PRI012658	497	     364	     365	     155	     476	      23	     341	    0.88	   74.99	2.2E-15     	0	F	-	1.2.1.67	
A0A159ZZQ3	PRI012735	497	     353	     355	     146	     476	       5	     334	    0.93	   73.08	9.5E-15     	0	F	-	1.2.1.24;1.2.1.26	
A0A159ZZQ3	PRI212603	497	     104	      92	      48	     138	      13	     104	    0.88	   67.48	1.1E-14     	0	F	-	(1.2.1.5)	
A0A159ZZQ3	PRI212608	497	      99	      91	      38	     128	       2	      91	    0.91	   63.63	2.5E-13     	0	F	-	(1.2.1.3)	
A0A159ZZQ3	PRI002380	497	     390	     290	     157	     415	      28	     285	    0.66	   67.78	6.2E-13     	0	F	-	1.2.1.68	
A0A159ZZQ3	PRI207196	497	     344	     120	     140	     249	       4	     105	     0.3	   62.33	3.2E-11     	0	F	-	(1.5.99.8)	
A0A159ZZQ3	PRI212601	497	     102	      93	      37	     128	       2	      94	    0.91	   57.01	5E-11     	0	F	-	(1.2.1.8)	
A0A159ZZQ3	PRI003700	497	     363	     307	     150	     477	      18	     343	    0.72	   84.52	8.4E-9     	0	F	-	1.2.1.65	
A0A159ZZQ3	PRI212713	497	      97	      72	      51	     116	      12	      80	    0.71	   46.61	2E-7     	0	F	-	(1.2.1.39)	
A0A159ZZQ3	PRI012656	497	     354	     283	     234	     478	     101	     337	    0.67	   46.87	3E-6     	0	F	-	1.2.1.73	
A0A159ZZQ3	PRI013051	497	     345	     359	     157	     476	      19	     330	     0.9	   44.19	2.1E-5     	0	F	-	1.1.1.257	
A0A159ZZQ3	PRI212628	497	      97	      78	      38	     110	       1	      73	    0.75	   40.78	2.5E-5     	0	F	-	(1.5.1.6)	
A0A159ZZQ3	PRI212736	497	      98	      68	      45	     112	       9	      74	    0.67	   40.48	3.3E-5     	0	F	-	(1.2.1.24)	
A0A159ZZQ3	PRI212657	497	      87	      81	      37	     112	       1	      74	    0.85	    39.4	6.7E-5     	0	F	-	(1.2.1.71)	
A0A159ZZQ3	PRI212733	497	      95	      74	      42	     115	       6	      77	    0.76	   38.12	2E-4     	0	F	-	(1.2.1.27)	
A0A159ZZQ3	PRI212754	497	      98	      73	      62	     128	      26	      90	    0.66	   32.36	2.5E-2     	0	F	-	(1.2.1.19)	
A0A159ZZQ3	PRI012755	497	      96	      59	      57	     115	      21	      77	    0.59	   31.97	2.9E-2     	0	F	-	1.2.1.27;1.2.1.18	
A0A159ZZQ3	PRI011301	497	     242	      40	     202	     235	     105	     144	    0.17	    31.9	1.2E-1     	0	F	-	4.2.1.116	
A0A159ZZQ3	PRI012644	497	     385	      66	     360	     423	     222	     284	    0.16	   31.59	1.9E-1     	0	F	-	1.2.1.82	
A0A161H3M9	PRI002592	423	     345	     335	       3	     334	      14	     345	    0.96	  249.64	1.8E-80     	0.002	T	-	6.3.1.11	
A0A161H3M9	PRI001617	423	     362	     349	      21	     332	      14	     360	    0.96	  112.96	1.6E-28     	0	F	-	6.3.1.2	
A0A161H3M9	PRI208645	423	     352	     263	      88	     334	      99	     352	    0.72	   79.01	8.5E-17     	0	F	-	(6.3.1.2)	
A0A161H3M9	PRI008644	423	      99	      97	     335	     420	       2	      97	    0.97	   61.34	1.2E-12     	0	F	-	6.3.1.2	
A0A161H3M9	PRI013190	423	     321	      52	     197	     248	     185	     235	    0.16	   39.38	4.9E-4     	0	F	-	5.4.4.3	
A0A159ZZY6	PRI013467	454	     173	     155	     199	     349	       7	     161	     0.9	  157.15	1.1E-46     	0.002	T	-	2.6.1.96	
A0A159ZZY6	PRI012415	454	     345	     383	      72	     445	       6	     345	    0.99	  152.22	7.5E-43     	0	F	-	2.6.1.11	
A0A159ZZY6	PRI013699	454	     185	     208	     156	     363	       1	     185	       1	  106.07	1.6E-27     	0	F	-	2.6.1.11	
A0A159ZZY6	PRI212414	454	     174	     154	     206	     359	      22	     171	    0.86	  103.99	6.8E-27     	0	F	-	(2.6.1.13)	
A0A159ZZY6	PRI006421	454	     163	     144	     211	     349	       9	     152	    0.88	   95.22	8.5E-24     	0	F	-	2.6.1.62	
A0A159ZZY6	PRI002696	454	     159	      90	     208	     297	       1	      90	    0.57	   83.97	7.4E-20     	0	F	-	2.6.1.77	
A0A159ZZY6	PRI002425	454	     124	     113	     227	     328	      17	     124	    0.87	   79.75	9.4E-19     	0	F	-	2.6.1.18	
A0A159ZZY6	PRI001251	454	     164	     139	     220	     351	      19	     154	    0.83	   64.99	3.6E-13     	0	F	-	2.6.1.19	
A0A159ZZY6	PRI212412	454	     337	     161	     206	     352	      65	     211	    0.44	   67.23	7E-13     	0	F	-	(2.6.1.13)	
A0A159ZZY6	PRI212343	454	     381	     244	     115	     333	      45	     273	     0.6	   65.75	2.1E-12     	0	F	-	(2.6.1.81)	
A0A159ZZY6	PRI213465	454	      98	     100	      22	     118	       1	      98	       1	    59.7	5.4E-12     	0	F	-	(2.6.1.96)	
A0A159ZZY6	PRI213466	454	      72	      72	     120	     189	       1	      71	    0.99	   58.27	7.9E-12     	0.069	F	-	(2.6.1.96)	
A0A159ZZY6	PRI212357	454	     107	      96	      22	     116	      10	     104	    0.89	   56.63	7.8E-11     	0	F	-	(2.6.1.62)	
A0A159ZZY6	PRI212408	454	      66	      47	     120	     166	       1	      47	    0.71	   50.55	3.5E-9     	0	F	-	(2.6.1.18)	
A0A159ZZY6	PRI202507	454	     172	     120	     219	     334	      30	     144	    0.67	   51.56	1.8E-8     	0	F	-	(2.6.1.82)	
A0A159ZZY6	PRI213686	454	     103	      87	      32	     118	      17	     102	    0.83	   48.59	4.1E-8     	0	F	-	(2.6.1.18)	
A0A159ZZY6	PRI012411	454	     160	     108	     227	     333	      29	     131	    0.64	   45.84	1.3E-6     	0	F	-	2.6.1.17;2.6.1.11	
A0A159ZZY6	PRI213695	454	      95	      94	     220	     313	       1	      85	    0.89	   43.95	1.5E-6     	0	F	-	(2.6.1.13)	
A0A159ZZY6	PRI013567	454	      85	      77	     364	     439	       2	      78	    0.91	   42.98	2.8E-6     	0.029	F	-	2.6.1.62	
A0A159ZZY6	PRI001245	454	     172	     132	     227	     348	      30	     152	    0.72	   44.95	3.4E-6     	0	F	-	2.6.1.19;2.6.1.22	
A0A159ZZY6	PRI212356	454	      76	      45	     129	     172	      10	      54	    0.59	   42.43	3.5E-6     	0.001	F	-	(2.6.1.62)	
A0A159ZZY6	PRI211643	454	     182	     134	     223	     340	      39	     159	    0.66	   43.54	1.1E-5     	0	F	-	(2.8.1.6)	
A0A159ZZY6	PRI003665	454	     194	     142	     219	     354	      53	     186	    0.69	    39.9	2E-4     	0	F	-	5.4.3.8	
A0A159ZZY6	PRI013334	454	     173	      51	     223	     273	      30	      80	    0.29	   38.19	6.2E-4     	0	F	-	4.2.3.2	
